EMP_NO,SIGLE,Essence_latin,DHP,Longitude,Latitude
81124,CEOC,Celtis occidentalis,20,-73.546737,45.450538
81125,FRAM,Fraxinus americana,8,-73.556201,45.44606
81126,FRNI,Fraxinus nigra,10,-73.554469,45.446647
81127,PNST,Pinus strobus,22,-73.552845,45.463943
81128,PIPU,Picea pungens,14,-73.547447,45.451466
81129,PIPU,Picea pungens,13,-73.547403,45.451461
81130,PIPU,Picea pungens,15,-73.547142,45.451275
81131,PIPU,Picea pungens,16,-73.547315,45.451407
81132,PIPU,Picea pungens,16,-73.547296,45.451365
81133,PIPU,Picea pungens,13,-73.547102,45.451251
81134,ULAM,Ulmus americana,9,-73.546636,45.450525
81135,CEOC,Celtis occidentalis,28,-73.562124,45.463903
81136,SOAU,Sorbus aucuparia,5,-73.562264,45.464437
81137,ULAM,Ulmus americana,30,-73.546918,45.45096
81138,FRAM,Fraxinus americana,6,-73.546745,45.450928
81139,FRPE,Fraxinus pennsylvanica,7,-73.546882,45.450902
81140,ULAM,Ulmus americana,6,-73.546659,45.450785
81141,FRAM,Fraxinus americana,37,-73.552904,45.463662
81142,ULAM,Ulmus americana,7,-73.546678,45.45083
81143,POBA,Populus balsamifera,16,-73.54663,45.45076
81144,GIBI,Ginkgo biloba,5,-73.562207,45.464239
81145,ACPLSP,Acer platanoides 'Superform',20,-73.54023,45.462015
81146,ULAM,Ulmus americana,6,-73.546634,45.45053
81147,ULAM,Ulmus americana,2,-73.546628,45.450525
81148,PODE,Populus deltoides,71,-73.556383,45.446142
81149,ACPLSP,Acer platanoides 'Superform',19,-73.539627,45.462178
81150,ACPLSP,Acer platanoides 'Superform',17,-73.539714,45.462219
81151,ACRU,Acer rubrum,5,-73.554889,45.446587
81152,ACNE,Acer negundo,5,-73.55467,45.446786
81153,PIPU,Picea pungens,18,-73.547477,45.45146
81154,ULAM,Ulmus americana,4,-73.546641,45.450579
81155,PIPU,Picea pungens,16,-73.547515,45.451513
81156,ACRUCO,Acer rubrum 'Columnare',34,-73.563517,45.45595
81157,SAALTR,Salix alba 'Tristis',38,-73.561401,45.465924
81158,TICORO,Tilia cordata 'Ronald',12,-73.560361,45.465714
81159,ACRUCO,Acer rubrum 'Columnare',41,-73.563576,45.455967
81160,CEOC,Celtis occidentalis,10,-73.552288,45.448206
81161,ULPU,Ulmus pumila,24,-73.560493,45.466027
81162,SAALTR,Salix alba 'Tristis',30,-73.584027,45.435098
81163,CEOC,Celtis occidentalis,31,-73.567123,45.452985
81164,FRPE,Fraxinus pennsylvanica,31,-73.539627,45.461972
81165,ACPLSP,Acer platanoides 'Superform',15,-73.539679,45.461774
81166,POAL,Populus alba,35,-73.561602,45.458541
81167,PIPU,Picea pungens,15,-73.547325,45.451418
81168,ACRUCO,Acer rubrum 'Columnare',42,-73.563515,45.455893
81169,ACPLSP,Acer platanoides 'Superform',15,-73.54012,45.461965
81170,CEOC,Celtis occidentalis,20,-73.546737,45.450538
81171,ACRUCO,Acer rubrum 'Columnare',45,-73.563583,45.455887
81172,CEOC,Celtis occidentalis,22,-73.546689,45.450534
81173,ULAM,Ulmus americana,6,-73.546634,45.45053
81174,ACRUCO,Acer rubrum 'Columnare',32,-73.563066,45.45592
81175,PIPU,Picea pungens,13,-73.547403,45.451461
81176,ACSA,Acer saccharinum,18,-73.561281,45.458696
81177,PIPU,Picea pungens,16,-73.547296,45.451365
81178,BEPA,Betula papyrifera,10,-73.546591,45.450628
81179,POBA,Populus balsamifera,16,-73.54663,45.45076
81180,GLTRSK,Gleditsia triacanthos 'Skyline',8,-73.561568,45.465817
81181,ULPU,Ulmus pumila,26,-73.560353,45.466854
81182,ULPU,Ulmus pumila,18,-73.560639,45.466958
81183,FRPE,Fraxinus pennsylvanica,7,-73.546882,45.450902
81184,PIPU,Picea pungens,18,-73.547477,45.45146
81185,ACRUCO,Acer rubrum 'Columnare',32,-73.563213,45.455856
81186,GLTRSH,Gleditsia triacanthos 'Shademaster',8,-73.561781,45.465766
81187,ACPLGL,Acer platanoides 'Globosum',10,-73.562033,45.458696
81188,CEOC,Celtis occidentalis,12,-73.552332,45.448264
81189,ACPLCO,Acer platanoides 'Columnare',13,-73.561981,45.465583
81190,ACRUCO,Acer rubrum 'Columnare',32,-73.563287,45.455917
81191,ACPLCO,Acer platanoides 'Columnare',13,-73.561993,45.465543
81192,ACRUCO,Acer rubrum 'Columnare',32,-73.563203,45.455928
81193,ACRUCO,Acer rubrum 'Columnare',48,-73.563452,45.455877
81194,ACRUCO,Acer rubrum 'Columnare',31,-73.563149,45.455868
81195,CACA,Carpinus caroliniana,6,-73.54677,45.450308
81196,ACRUCO,Acer rubrum 'Columnare',34,-73.563263,45.455867
81197,ACPLSP,Acer platanoides 'Superform',20,-73.54023,45.462015
81198,ACPLCO,Acer platanoides 'Columnare',16,-73.561941,45.465541
81199,ACPLCO,Acer platanoides 'Columnare',14,-73.561874,45.465412
81200,ACRUCO,Acer rubrum 'Columnare',48,-73.563316,45.455879
81201,ACRUCO,Acer rubrum 'Columnare',23,-73.563393,45.455884
81202,CEOC,Celtis occidentalis,12,-73.552334,45.448464
81203,ACRUCO,Acer rubrum 'Columnare',58,-73.563085,45.455859
81204,CEOC,Celtis occidentalis,17,-73.546724,45.450515
81205,CEOC,Celtis occidentalis,13,-73.546768,45.450458
81206,CEOC,Celtis occidentalis,9,-73.546743,45.45047
81207,CEOC,Celtis occidentalis,16,-73.546749,45.450491
81208,ACPLSP,Acer platanoides 'Superform',15,-73.539601,45.461737
81209,QUMA,Quercus macrocarpa,4,-73.555356,45.446043
81210,ACRU,Acer rubrum,4,-73.555451,45.445983
81211,ULAM,Ulmus americana,6,-73.546632,45.450523
81212,FRPE,Fraxinus pennsylvanica,31,-73.539627,45.461972
81213,POTR,Populus tremuloides,40,-73.538719,45.474846
81214,ROPS,Robinia pseudoacacia,14,-73.535509,45.471313
81215,PODE,Populus deltoides,16,-73.546623,45.450536
81216,QURU,Quercus rubra,36,-73.582695,45.437444
81217,PODE,Populus deltoides,31,-73.554588,45.446544
81218,PODE,Populus deltoides,32,-73.54804,45.448638
81219,PODE,Populus deltoides,31,-73.554581,45.446517
81220,ACPLSP,Acer platanoides 'Superform',15,-73.539633,45.462126
81221,FRAM,Fraxinus americana,64,-73.583665,45.436741
81222,ROPS,Robinia pseudoacacia,40,-73.53545,45.47129
81223,POBA,Populus balsamifera,12,-73.559464,45.469315
81224,PODE,Populus deltoides,29,-73.535341,45.470931
81226,PODE,Populus deltoides,54,-73.552508,45.46441
81227,ACPL,Acer platanoides,24,-73.577443,45.442384
81229,ULPU,Ulmus pumila,27,-73.561414,45.464533
81230,ULPU,Ulmus pumila,27,-73.561476,45.464654
81231,AEGL,Aesculus glabra,16,-73.579564,45.440248
81232,ACSA,Acer saccharinum,34,-73.560063,45.466918
81233,ACPL,Acer platanoides,79,-73.577061,45.442425
81234,ACSALA,Acer saccharinum 'Laciniatum',16,-73.556762,45.456979
81235,FRAM,Fraxinus americana,23,-73.570796,45.446689
81237,ACSA,Acer saccharinum,21,-73.561223,45.459366
81238,FRAM,Fraxinus americana,53,-73.583,45.437084
81239,ACSA,Acer saccharinum,71,-73.57773,45.442457
81240,PODE,Populus deltoides,16,-73.546623,45.450536
81241,PODE,Populus deltoides,65,-73.53931,45.474726
81242,POTR,Populus tremuloides,35,-73.53904,45.474858
81243,ACNE,Acer negundo,13,-73.55347,45.463255
81244,PODE,Populus deltoides,55,-73.553576,45.463162
81245,PODE,Populus deltoides,39,-73.555151,45.446126
81246,ACSA,Acer saccharinum,19,-73.561329,45.459385
81247,ACFRMA,Acer x freemanii 'Marmo',5,-73.551015,45.46403
81248,ACSA,Acer saccharinum,55,-73.577985,45.441582
81249,ACPLDE,Acer platanoides 'Deborah',19,-73.57155,45.446059
81250,FRAM,Fraxinus americana,28,-73.57153,45.445945
81251,ACSA,Acer saccharinum,37,-73.577354,45.441648
81252,ACPL,Acer platanoides,44,-73.580709,45.439002
81253,PODE,Populus deltoides,58,-73.551513,45.465266
81254,ACPL,Acer platanoides,27,-73.577788,45.442094
81255,ACSA,Acer saccharinum,66,-73.577244,45.441762
81256,ACPLEQ,Acer platanoides 'Emerald Queen',34,-73.571412,45.446226
81257,FRAM,Fraxinus americana,35,-73.571805,45.445917
81258,ACPL,Acer platanoides,25,-73.577731,45.442116
81259,ACSA,Acer saccharinum,25,-73.576191,45.442193
81260,ACSALA,Acer saccharinum 'Laciniatum',43,-73.573785,45.443865
81261,FRAM,Fraxinus americana,28,-73.572759,45.445157
81262,ACSA,Acer saccharinum,114,-73.574108,45.443896
81263,POAL,Populus alba,34,-73.573147,45.444154
81264,ACPLEQ,Acer platanoides 'Emerald Queen',30,-73.571365,45.446674
81265,TIAMRE,Tilia americana 'Redmond',6,-73.550439,45.44881
81266,POTR,Populus tremuloides,18,-73.552112,45.46467
81267,ACSA,Acer saccharinum,42,-73.580459,45.439478
81268,PODE,Populus deltoides,50,-73.553566,45.4632
81269,POTR,Populus tremuloides,34,-73.552097,45.464646
81270,ACSA,Acer saccharinum,26,-73.572322,45.445558
81271,QUMA,Quercus macrocarpa,5,-73.547238,45.449546
81272,QUMA,Quercus macrocarpa,7,-73.547018,45.449773
81273,CEOC,Celtis occidentalis,10,-73.552289,45.448127
81274,ACRUCO,Acer rubrum 'Columnare',35,-73.563332,45.455972
81275,QUMA,Quercus macrocarpa,8,-73.546974,45.449856
81276,ULPU,Ulmus pumila,41,-73.560514,45.466021
81277,ACRUCO,Acer rubrum 'Columnare',42,-73.563402,45.455944
81278,ACRUCO,Acer rubrum 'Columnare',16,-73.563447,45.455941
81279,ACFR,Acer x freemanii,35,-73.567522,45.450089
81280,QURU,Quercus rubra,19,-73.551188,45.451097
81281,ACSC,Acer saccharum,48,-73.551234,45.451269
81282,QURU,Quercus rubra,12,-73.551147,45.451125
81283,ACPLCO,Acer platanoides 'Columnare',47,-73.567486,45.450522
81284,ACNE,Acer negundo,38,-73.552498,45.463582
81285,ACPLEQ,Acer platanoides 'Emerald Queen',19,-73.555445,45.46168
81287,ACPLCO,Acer platanoides 'Columnare',46,-73.567232,45.451227
81288,PODE,Populus deltoides,149,-73.552622,45.464397
81289,ACPLCO,Acer platanoides 'Columnare',44,-73.567099,45.451526
81290,FRPE,Fraxinus pennsylvanica,70,-73.565949,45.453404
81291,ACPL,Acer platanoides,74,-73.576449,45.442682
81292,PNNIAU,Pinus nigra 'Austriaca',54,-73.562759,45.456336
81293,ACSA,Acer saccharinum,98,-73.576959,45.442904
81294,ACNE,Acer negundo,49,-73.552443,45.463765
81295,ACPL,Acer platanoides,86,-73.576473,45.442772
81296,ACPLCO,Acer platanoides 'Columnare',31,-73.567113,45.451493
81297,ACPLEQ,Acer platanoides 'Emerald Queen',67,-73.581745,45.43838
81298,CRCO,Carya cordiformis,57,-73.582298,45.437317
81299,PODE,Populus deltoides,84,-73.556545,45.461609
81300,ACPL,Acer platanoides,101,-73.57717,45.442667
81301,ACSA,Acer saccharinum,64,-73.568099,45.449817
81302,ACPL,Acer platanoides,71,-73.577039,45.442662
81303,ACPLEQ,Acer platanoides 'Emerald Queen',33,-73.571518,45.446609
81304,ACSA,Acer saccharinum,39,-73.570951,45.446367
81305,TICO,Tilia cordata,67,-73.580145,45.43954
81306,ACPL,Acer platanoides,37,-73.571358,45.446468
81307,ACPLEQ,Acer platanoides 'Emerald Queen',39,-73.572326,45.446008
81308,SYREIS,Syringa reticulata 'Ivory Silk',12,-73.563872,45.454538
81309,FRNI,Fraxinus nigra,25,-73.564062,45.454468
81310,FRNI,Fraxinus nigra,78,-73.564297,45.45426
81311,POAL,Populus alba,39,-73.561834,45.458168
81312,POAL,Populus alba,25,-73.561853,45.458157
81313,FRAM,Fraxinus americana,22,-73.547351,45.458074
81314,ACNE,Acer negundo,18,-73.564446,45.454493
81315,ACNE,Acer negundo,57,-73.564682,45.454338
81316,MA,Malus,12,-73.557635,45.456695
81317,PODE,Populus deltoides,32,-73.54804,45.448638
81318,UL,Ulmus,5,-73.563797,45.456059
81319,POAL,Populus alba,47,-73.561806,45.458229
81320,PODE,Populus deltoides,70,-73.565247,45.453187
81321,ACPLEQ,Acer platanoides 'Emerald Queen',15,-73.55607,45.461337
81322,FRAM,Fraxinus americana,19,-73.563953,45.454594
81323,POTR,Populus tremuloides,40,-73.538719,45.474846
81324,ACNE,Acer negundo,57,-73.565746,45.453109
81325,POTR,Populus tremuloides,38,-73.538701,45.474836
81326,POTR,Populus tremuloides,22,-73.538667,45.474745
81327,FRAM,Fraxinus americana,23,-73.563974,45.454551
81328,ULPU,Ulmus pumila,23,-73.560667,45.465814
81329,POTR,Populus tremuloides,38,-73.538701,45.474836
81330,ROPS,Robinia pseudoacacia,15,-73.536557,45.472521
81331,POTR,Populus tremuloides,22,-73.538667,45.474745
81332,ACSASQ,Acer saccharinum 'Silver Queen',30,-73.561793,45.469511
81334,ACSA,Acer saccharinum,98,-73.575184,45.444187
81335,PODE,Populus deltoides,40,-73.535341,45.470924
81336,ROPS,Robinia pseudoacacia,17,-73.536511,45.47248
81337,FRAM,Fraxinus americana,73,-73.575295,45.444255
81339,PRVICR,Prunus virginiana 'Canada Red',7,-73.559797,45.468731
81341,PRVISC,Prunus virginiana 'Schubert',23,-73.548051,45.451755
81342,ACSC,Acer saccharum,22,-73.551172,45.451297
81343,QURU,Quercus rubra,46,-73.567473,45.450913
81344,FRAM,Fraxinus americana,43,-73.550857,45.451025
81345,PODE,Populus deltoides,14,-73.55146,45.465373
81346,TICO,Tilia cordata,49,-73.567658,45.450509
81347,PNSY,Pinus sylvestris,29,-73.567757,45.450346
81348,BEPETR,Betula pendula 'Tristis',20,-73.579458,45.439736
81349,MOALPE,Morus alba 'Pendula',9,-73.579014,45.439791
81350,ACSC,Acer saccharum,42,-73.551075,45.451243
81351,ACSC,Acer saccharum,33,-73.551058,45.451308
81352,ACSC,Acer saccharum,33,-73.551094,45.451324
81353,ULPU,Ulmus pumila,48,-73.579899,45.439509
81354,ACPL,Acer platanoides,64,-73.580238,45.439377
81355,FRPE,Fraxinus pennsylvanica,25,-73.553661,45.460809
81356,PODE,Populus deltoides,33,-73.546869,45.451
81357,FRPE,Fraxinus pennsylvanica,22,-73.553671,45.460723
81358,FRPE,Fraxinus pennsylvanica,10,-73.553723,45.460717
81359,ULAM,Ulmus americana,41,-73.553747,45.460695
81360,PODE,Populus deltoides,34,-73.550842,45.465941
81361,PODE,Populus deltoides,42,-73.550879,45.465938
81362,PRVISC,Prunus virginiana 'Schubert',23,-73.548138,45.451788
81363,UL,Ulmus,25,-73.550811,45.45094
81364,CTSP,Catalpa speciosa,56,-73.580555,45.439369
81365,UL,Ulmus,21,-73.550771,45.450949
81366,ULPU,Ulmus pumila,52,-73.580087,45.439351
81367,FRAM,Fraxinus americana,30,-73.550772,45.451144
81368,FRAM,Fraxinus americana,30,-73.550747,45.451152
81369,FRAM,Fraxinus americana,38,-73.550714,45.451134
81370,ULAM,Ulmus americana,35,-73.56728,45.451249
81371,UL,Ulmus,26,-73.550786,45.451002
81372,UL,Ulmus,16,-73.550809,45.451
81373,QURU,Quercus rubra,49,-73.567674,45.450466
81374,FRAM,Fraxinus americana,45,-73.580512,45.439249
81375,FRAM,Fraxinus americana,66,-73.550858,45.451186
81376,QUMA,Quercus macrocarpa,13,-73.551157,45.451135
81377,PNST,Pinus strobus,13,-73.55125,45.451118
81378,CEOC,Celtis occidentalis,38,-73.551206,45.451153
81379,ACFR,Acer x freemanii,33,-73.567012,45.450183
81380,QURU,Quercus rubra,20,-73.551381,45.451226
81381,FRPE,Fraxinus pennsylvanica,54,-73.566914,45.450054
81382,FRAM,Fraxinus americana,18,-73.551118,45.451151
81383,ACPL,Acer platanoides,28,-73.577815,45.442113
81384,ACSC,Acer saccharum,75,-73.550783,45.450986
81385,ACFR,Acer x freemanii,38,-73.567416,45.449773
81386,ACSC,Acer saccharum,23,-73.550913,45.451228
81387,ACFR,Acer x freemanii,38,-73.567496,45.449682
81388,PODE,Populus deltoides,33,-73.546869,45.451
81391,SA,Salix,20,-73.551397,45.465433
81392,CEOC,Celtis occidentalis,49,-73.550833,45.451093
81393,QURU,Quercus rubra,23,-73.551222,45.451089
81394,FRAM,Fraxinus americana,38,-73.55109,45.45115
81395,PNSY,Pinus sylvestris,32,-73.567815,45.450318
81396,QURU,Quercus rubra,22,-73.551245,45.451295
81397,ACSA,Acer saccharinum,53,-73.567879,45.449665
81398,ACPLEQ,Acer platanoides 'Emerald Queen',38,-73.578982,45.439737
81400,PODE,Populus deltoides,60,-73.551679,45.465108
81401,FRAM,Fraxinus americana,12,-73.548563,45.452118
81402,PODE,Populus deltoides,63,-73.551722,45.465099
81404,PODE,Populus deltoides,39,-73.551929,45.465213
81405,PODE,Populus deltoides,32,-73.551881,45.465196
81406,PODE,Populus deltoides,46,-73.551914,45.465145
81407,PODE,Populus deltoides,80,-73.551892,45.465138
81408,POTR,Populus tremuloides,78,-73.552099,45.464652
81409,ACPLDE,Acer platanoides 'Deborah',20,-73.547155,45.464976
81410,PODE,Populus deltoides,77,-73.551607,45.465114
81411,CEOC,Celtis occidentalis,25,-73.571009,45.447268
81412,PODE,Populus deltoides,204,-73.570199,45.447907
81413,ACRU,Acer rubrum,81,-73.570247,45.447768
81414,PRVI,Prunus virginiana,104,-73.570475,45.447575
81415,PODE,Populus deltoides,161,-73.570833,45.447377
81416,PODE,Populus deltoides,122,-73.570793,45.447573
81417,ACSC,Acer saccharum,43,-73.572255,45.445246
81418,CEOC,Celtis occidentalis,26,-73.571419,45.447464
81419,PRVISC,Prunus virginiana 'Schubert',19,-73.548258,45.451857
81420,MABA,Malus baccata,33,-73.571404,45.447137
81421,ACFR,Acer x freemanii,46,-73.569602,45.448021
81422,CEOC,Celtis occidentalis,25,-73.571199,45.447195
81423,PODE,Populus deltoides,25,-73.546719,45.450953
81424,PODE,Populus deltoides,32,-73.55163,45.465154
81425,ACPL,Acer platanoides,21,-73.546899,45.466015
81426,PIPU,Picea pungens,24,-73.547239,45.465867
81427,PIPU,Picea pungens,23,-73.547245,45.465893
81428,PIGL,Picea glauca,22,-73.547282,45.465869
81429,ACPLSP,Acer platanoides 'Superform',48,-73.572366,45.446275
81430,ACSA,Acer saccharinum,35,-73.57124,45.44662
81431,ACSC,Acer saccharum,67,-73.571423,45.447256
81432,ULAM,Ulmus americana,30,-73.547084,45.451091
81433,PRVISC,Prunus virginiana 'Schubert',23,-73.548138,45.451788
81434,PRVISC,Prunus virginiana 'Schubert',23,-73.548051,45.451755
81435,PRVISC,Prunus virginiana 'Schubert',15,-73.548023,45.451723
81436,PRVISC,Prunus virginiana 'Schubert',22,-73.54795,45.451674
81437,ACPLDE,Acer platanoides 'Deborah',20,-73.547211,45.465068
81438,PRVISC,Prunus virginiana 'Schubert',19,-73.547867,45.45165
81439,PRVISC,Prunus virginiana 'Schubert',16,-73.54781,45.451604
81440,ACFR,Acer x freemanii,42,-73.568074,45.449408
81441,POTR,Populus tremuloides,65,-73.547189,45.451307
81442,ACRU,Acer rubrum,32,-73.5688,45.448488
81443,ACPL,Acer platanoides,25,-73.568533,45.449087
81444,CEOC,Celtis occidentalis,27,-73.569786,45.448118
81445,ACRU,Acer rubrum,55,-73.569839,45.447893
81446,ACPLSP,Acer platanoides 'Superform',28,-73.569702,45.447899
81447,ACFR,Acer x freemanii,32,-73.569504,45.447823
81448,POAL,Populus alba,132,-73.573112,45.444135
81449,ACSC,Acer saccharum,58,-73.569537,45.448088
81450,PODE,Populus deltoides,90,-73.551645,45.465077
81451,PRVISC,Prunus virginiana 'Schubert',18,-73.547674,45.451556
81452,PNNIAU,Pinus nigra 'Austriaca',26,-73.56765,45.450832
81453,UL,Ulmus,2,-73.55083,45.450959
81454,ACSC,Acer saccharum,32,-73.550881,45.450987
81455,PRVISC,Prunus virginiana 'Schubert',22,-73.54795,45.451674
81456,PRVISC,Prunus virginiana 'Schubert',15,-73.548023,45.451723
81457,FRAM,Fraxinus americana,46,-73.55096,45.451031
81458,TICO,Tilia cordata,18,-73.549733,45.465331
81459,TICOGR,Tilia cordata 'Greenspire',51,-73.566606,45.452694
81460,ACPL,Acer platanoides,10,-73.549772,45.465243
81461,TICOGR,Tilia cordata 'Greenspire',47,-73.566562,45.452778
81462,TICOGL,Tilia cordata 'Glenleven',52,-73.566584,45.452804
81463,ACNE,Acer negundo,36,-73.549606,45.464989
81464,SAAL,Salix alba,46,-73.550766,45.464159
81465,PODE,Populus deltoides,55,-73.553575,45.46319
81466,MABA,Malus baccata,22,-73.554346,45.458377
81467,MABA,Malus baccata,18,-73.554463,45.458377
81468,MABA,Malus baccata,19,-73.554519,45.458385
81469,SAALTR,Salix alba 'Tristis',71,-73.554411,45.458475
81470,PODE,Populus deltoides,17,-73.550748,45.46596
81471,PODE,Populus deltoides,28,-73.550662,45.465975
81472,GYDIES,Gymnocladus dioicus 'Espresso',5,-73.550975,45.4641
81474,GYDIES,Gymnocladus dioicus 'Espresso',5,-73.551067,45.464036
81476,FRAM,Fraxinus americana,38,-73.552766,45.46261
81477,FRPE,Fraxinus pennsylvanica,44,-73.567055,45.452093
81478,PNNIAU,Pinus nigra 'Austriaca',24,-73.554279,45.458399
81480,ACPLCO,Acer platanoides 'Columnare',23,-73.5524,45.463112
81481,FRAM,Fraxinus americana,25,-73.552599,45.46303
81482,PIAB,Picea abies,32,-73.5524,45.463018
81483,PNNIAU,Pinus nigra 'Austriaca',15,-73.553656,45.460707
81484,PIAB,Picea abies,24,-73.55249,45.462931
81485,PIAB,Picea abies,32,-73.552496,45.462889
81486,PIAB,Picea abies,26,-73.552511,45.462893
81487,ACSA,Acer saccharinum,39,-73.552573,45.462913
81488,BEPA,Betula papyrifera,25,-73.567176,45.452081
81489,FRAM,Fraxinus americana,33,-73.552696,45.462684
81490,ACNE,Acer negundo,23,-73.551848,45.463845
81491,FRAM,Fraxinus americana,30,-73.548427,45.452133
81492,FRAM,Fraxinus americana,28,-73.54851,45.452123
81493,ULAM,Ulmus americana,38,-73.548497,45.45217
81494,ULAM,Ulmus americana,19,-73.548465,45.452171
81496,ULAM,Ulmus americana,14,-73.548365,45.452219
81497,ULAM,Ulmus americana,24,-73.548294,45.452267
81498,PODE,Populus deltoides,38,-73.5483,45.45224
81499,PRVISC,Prunus virginiana 'Schubert',21,-73.548195,45.451822
81500,ULAM,Ulmus americana,26,-73.548237,45.452205
81501,POTR,Populus tremuloides,21,-73.552081,45.464648
81502,FRAM,Fraxinus americana,29,-73.548438,45.452092
81503,QUMA,Quercus macrocarpa,20,-73.54843,45.452045
81504,POTR,Populus tremuloides,55,-73.552165,45.464657
81505,FRPE,Fraxinus pennsylvanica,18,-73.547246,45.46547
81506,FRPE,Fraxinus pennsylvanica,39,-73.548404,45.451963
81507,PRVISC,Prunus virginiana 'Schubert',22,-73.54832,45.451901
81509,PNNIAU,Pinus nigra 'Austriaca',41,-73.576073,45.442769
81510,FRPE,Fraxinus pennsylvanica,22,-73.553725,45.460721
81511,PODE,Populus deltoides,45,-73.551458,45.465336
81513,PODE,Populus deltoides,28,-73.546938,45.451004
81514,ACRU,Acer rubrum,12,-73.550531,45.44894
81515,ACRU,Acer rubrum,10,-73.550603,45.44891
81516,SYREIS,Syringa reticulata 'Ivory Silk',6,-73.560805,45.46183
81517,ELAN,Elaeagnus angustifolia,44,-73.561043,45.465761
81518,SYREIS,Syringa reticulata 'Ivory Silk',12,-73.560829,45.461897
81519,SYREIS,Syringa reticulata 'Ivory Silk',12,-73.560802,45.461549
81520,MA,Malus,17,-73.560723,45.461459
81521,ULPU,Ulmus pumila,27,-73.559311,45.468674
81522,ACPL,Acer platanoides,23,-73.561772,45.463976
81523,SYREIS,Syringa reticulata 'Ivory Silk',15,-73.560704,45.461397
81524,SYREIS,Syringa reticulata 'Ivory Silk',10,-73.563737,45.456009
81525,GLTRIN,Gleditsia triacanthos var. inermis,19,-73.561662,45.464343
81526,POALPY,Populus alba 'Pyramidalis',52,-73.561723,45.458335
81527,POALPY,Populus alba 'Pyramidalis',32,-73.561686,45.458387
81528,POALPY,Populus alba 'Pyramidalis',86,-73.562442,45.45669
81529,ULPU,Ulmus pumila,31,-73.560077,45.466238
81530,PNNIAU,Pinus nigra 'Austriaca',34,-73.56672,45.453372
81531,THOC,Thuja occidentalis,28,-73.566398,45.453471
81532,PNNIAU,Pinus nigra 'Austriaca',41,-73.562955,45.456262
81533,THOC,Thuja occidentalis,30,-73.566384,45.453512
81534,ACRU,Acer rubrum,44,-73.566651,45.453476
81535,THOC,Thuja occidentalis,22,-73.566368,45.453535
81536,ACRU,Acer rubrum,43,-73.566584,45.453467
81537,ACPLEQ,Acer platanoides 'Emerald Queen',53,-73.5832,45.437047
81538,PIGL,Picea glauca,18,-73.53971,45.462285
81539,GLTRSK,Gleditsia triacanthos 'Skyline',32,-73.566444,45.453431
81540,GLTRSK,Gleditsia triacanthos 'Skyline',28,-73.566531,45.453413
81541,PIGL,Picea glauca,16,-73.53967,45.462302
81542,GLTRSH,Gleditsia triacanthos 'Shademaster',6,-73.562043,45.467589
81543,ACSC,Acer saccharum,39,-73.575298,45.444056
81544,GLTRSH,Gleditsia triacanthos 'Shademaster',7,-73.562003,45.467496
81545,PIGL,Picea glauca,18,-73.539708,45.46234
81546,ACPL,Acer platanoides,17,-73.561208,45.461776
81547,CEOC,Celtis occidentalis,30,-73.553962,45.458603
81548,PNNIAU,Pinus nigra 'Austriaca',19,-73.553712,45.460589
81549,PODE,Populus deltoides,20,-73.550734,45.465968
81550,CEOC,Celtis occidentalis,32,-73.553947,45.458564
81551,PODE,Populus deltoides,19,-73.550824,45.465949
81552,PIPU,Picea pungens,24,-73.547239,45.465867
81553,PIPU,Picea pungens,23,-73.547245,45.465893
81554,ACPL,Acer platanoides,21,-73.546899,45.466015
81555,CEOC,Celtis occidentalis,24,-73.553999,45.458533
81557,FRPE,Fraxinus pennsylvanica,13,-73.550615,45.464496
81558,PIAB,Picea abies,20,-73.552437,45.462955
81559,GLTRSH,Gleditsia triacanthos 'Shademaster',36,-73.567248,45.452201
81560,FRPE,Fraxinus pennsylvanica,10,-73.553211,45.462246
81561,PODE,Populus deltoides,18,-73.550583,45.466006
81565,PODE,Populus deltoides,68,-73.550077,45.466078
81566,PODE,Populus deltoides,48,-73.549964,45.465989
81567,PODE,Populus deltoides,44,-73.549962,45.465939
81568,FRAM,Fraxinus americana,29,-73.552716,45.46262
81569,FRPE,Fraxinus pennsylvanica,24,-73.550708,45.464383
81570,FRAM,Fraxinus americana,38,-73.552719,45.462843
81571,FRPE,Fraxinus pennsylvanica,16,-73.550568,45.464506
81572,PODE,Populus deltoides,44,-73.550001,45.465938
81573,FRPE,Fraxinus pennsylvanica,13,-73.550358,45.464954
81574,AEHI,Aesculus hippocastanum,34,-73.549998,45.465323
81575,FRAM,Fraxinus americana,23,-73.548468,45.451997
81576,SYREIS,Syringa reticulata 'Ivory Silk',12,-73.560775,45.461375
81577,POALPY,Populus alba 'Pyramidalis',8,-73.562524,45.457005
81578,FRPE,Fraxinus pennsylvanica,41,-73.540105,45.46181
81579,THOC,Thuja occidentalis,24,-73.566407,45.453339
81580,POALPY,Populus alba 'Pyramidalis',62,-73.562494,45.457016
81581,PNNIAU,Pinus nigra 'Austriaca',23,-73.56232,45.464642
81582,PIGL,Picea glauca,21,-73.552997,45.46354
81583,PNNIAU,Pinus nigra 'Austriaca',20,-73.566742,45.45292
81584,FRPE,Fraxinus pennsylvanica,24,-73.563248,45.457269
81585,PNNIAU,Pinus nigra 'Austriaca',32,-73.567302,45.452462
81586,ACPL,Acer platanoides,29,-73.577444,45.442378
81587,TA,Taxus,31,-73.577391,45.442378
