EMP_NO,SIGLE,Essence_latin,DHP,Longitude,Latitude
244414,ACPL,Acer platanoides,26,-73.565747,45.462654
244415,ACPL,Acer platanoides,18,-73.566116,45.462673
244392,ACPL,Acer platanoides,25,-73.56634,45.462684
243407,ACPL,Acer platanoides,26,-73.567438,45.462729
243408,ACPL,Acer platanoides,35,-73.56755,45.462738
244393,ACPL,Acer platanoides,35,-73.567766,45.462752
243389,ACPL,Acer platanoides,31,-73.568317,45.462769
243390,ACPL,Acer platanoides,30,-73.568408,45.462777
244394,ACPL,Acer platanoides,16,-73.56824,45.462764
244395,ACPL,Acer platanoides,20,-73.56859,45.462785
244396,ACPLCO,Acer platanoides 'Columnare',10,-73.569068,45.462794
243391,ACPL,Acer platanoides,35,-73.56989,45.46284
243392,ACPL,Acer platanoides,29,-73.57029,45.462858
244397,ACPLCO,Acer platanoides 'Columnare',29,-73.570716,45.462873
244398,ACPLCO,Acer platanoides 'Columnare',35,-73.571896,45.462931
243393,ACFRAB,Acer x freemanii 'Autumn Blaze',8,-73.572168,45.462939
244399,ACPLCO,Acer platanoides 'Columnare',36,-73.572057,45.46294
243394,ACPLCO,Acer platanoides 'Columnare',9,-73.57283,45.462957
244400,ACPLCO,Acer platanoides 'Columnare',8,-73.57289,45.462962
244401,ACPLCO,Acer platanoides 'Columnare',37,-73.573009,45.462975
243395,ACPL,Acer platanoides,34,-73.573132,45.462991
243396,ACPLCO,Acer platanoides 'Columnare',30,-73.573317,45.462995
244402,ACPLCO,Acer platanoides 'Columnare',37,-73.573759,45.463019
244403,ACPL,Acer platanoides,34,-73.574097,45.463025
244404,ACPLCO,Acer platanoides 'Columnare',34,-73.57438,45.463045
243398,ACPLCO,Acer platanoides 'Columnare',34,-73.576474,45.463129
243415,ACPLCO,Acer platanoides 'Columnare',40,-73.576598,45.463135
243416,ACPL,Acer platanoides,49,-73.576781,45.463142
243417,ACPLCO,Acer platanoides 'Columnare',34,-73.577092,45.463162
243418,ACPLCO,Acer platanoides 'Columnare',20,-73.577228,45.463158
243419,ACPL,Acer platanoides,29,-73.577335,45.463169
244422,ACPLCO,Acer platanoides 'Columnare',24,-73.577521,45.463182
244423,ACPLCO,Acer platanoides 'Columnare',18,-73.578346,45.463218
244879,ACPL,Acer platanoides,23,-73.546054,45.463612
244880,ACPL,Acer platanoides,19,-73.546184,45.463661
245319,ACPL,Acer platanoides,23,-73.546351,45.463736
245292,ACPL,Acer platanoides,18,-73.546473,45.46379
244881,ACPL,Acer platanoides,34,-73.546734,45.463903
244882,ACPL,Acer platanoides,34,-73.546814,45.463937
245293,ACPL,Acer platanoides,19,-73.546882,45.463745
245317,MAXXPA,Malus x 'Prairifire',5,-73.546218,45.463564
244883,ACPL,Acer platanoides,22,-73.546544,45.463605
245295,ACPL,Acer platanoides,25,-73.546325,45.463507
245296,ACPL,Acer platanoides,22,-73.546196,45.463448
244873,MA,Malus,12,-73.54684,45.46384
244874,MA,Malus,15,-73.546685,45.463773
244875,MA,Malus,15,-73.546533,45.463705
244876,MA,Malus,14,-73.546483,45.463684
244877,MA,Malus,15,-73.546331,45.463615
244878,MA,Malus,13,-73.54627,45.463596
245311,MA,Malus,14,-73.54679,45.463823
245312,MA,Malus,14,-73.546734,45.463801
245314,MA,Malus,14,-73.546583,45.463731
245315,MA,Malus,15,-73.546429,45.463656
245316,MA,Malus,15,-73.546378,45.463639
245318,MA,Malus,19,-73.546166,45.463541
240076,TICO,Tilia cordata,37,-73.55111,45.462425
240077,TICO,Tilia cordata,42,-73.551172,45.462425
240078,ACPL,Acer platanoides,27,-73.55131,45.462425
240079,ACPL,Acer platanoides,31,-73.55141,45.462431
240080,ACPL,Acer platanoides,35,-73.551493,45.46237
240081,ACPL,Acer platanoides,38,-73.551498,45.462283
240074,TICO,Tilia cordata,36,-73.550946,45.462435
240075,TICO,Tilia cordata,37,-73.551012,45.462435
240072,TICO,Tilia cordata,35,-73.550687,45.462441
240073,TICO,Tilia cordata,45,-73.550833,45.462434
240070,TICO,Tilia cordata,34,-73.550467,45.462452
240071,TICO,Tilia cordata,42,-73.550563,45.462444
240068,TICO,Tilia cordata,40,-73.550183,45.462477
240069,TICO,Tilia cordata,35,-73.550325,45.462464
240066,TICO,Tilia cordata,34,-73.549987,45.462502
240067,TICO,Tilia cordata,34,-73.550053,45.462497
240064,TICO,Tilia cordata,38,-73.549695,45.462538
240065,TICO,Tilia cordata,34,-73.549832,45.46252
240062,ACPL,Acer platanoides,38,-73.549791,45.463364
240063,TICO,Tilia cordata,44,-73.549564,45.462572
240103,CTSP,Catalpa speciosa,5,-73.54981,45.46302
240104,ACPL,Acer platanoides,23,-73.54984,45.463106
240105,ACPL,Acer platanoides,29,-73.549865,45.46321
